0,9.506922874450684
1,5.169519968032837
2,4.560770373344422
3,4.230839900970459
4,3.123426733016968
5,1.688116388320923
6,0.690324849486351
7,0.4914827930927277
8,0.25182207584381106
9,0.18884491845965384
10,0.14828244090080261
11,0.1159907949808985
12,0.11494849797338247
13,0.0875403219461441
14,0.10016585689038038
15,0.06461692925542593
16,0.03502392325550318
17,0.03126923212781549
18,0.025710123907774687
19,0.017328973705880345
20,0.01176445757970214
21,0.007085873824544251
22,0.00573762810556218
23,0.005638022527564317
24,0.005974131063558161
25,0.003940241135424003
26,0.005284187226789072
27,0.0052920990204438564
28,0.004095676513388753
29,0.008248781341826543
30,0.009441068917512894
31,0.0017136452463455498
32,0.001826493291882798
33,0.0015447917918208986
34,0.0012699859065469353
35,0.0012559394160052762
36,0.0012849561299663036
37,0.001209309387486428
38,0.0010703586286399513
39,0.001266911446582526
40,0.0011052295932313426
41,0.001031017615168821
42,0.0010271173875662498
43,0.0008305916743120179
44,0.0008307836335734464
45,0.0009978929063072428
46,0.0010116432039649226
47,0.000813477051560767
48,0.0010989925713511184
49,0.0010229175665881485
