0,106.17257592773437
1,106.09502416992187
2,105.99722778320313
3,105.84009838867188
4,105.51234497070313
5,104.71391748046875
6,102.52085693359375
7,96.61847631835937
8,80.12380053710937
9,45.99801147460938
10,15.926160430908203
11,7.963887390136719
12,7.019661560058593
13,6.667867401123047
14,6.5100599365234375
15,6.4359912567138675
16,6.38033137512207
17,6.3331097259521485
18,6.308351119995117
19,6.297674545288086
20,6.2449420623779295
21,6.220767547607422
22,6.207811019897461
23,6.188281860351562
24,6.172456085205078
25,6.159940460205078
26,6.14289907836914
27,6.123368743896484
28,6.106790954589844
29,6.0945053405761715
30,6.077266754150391
31,6.0678923797607425
32,6.060390274047852
33,6.051897033691406
34,6.047540725708008
35,6.037530288696289
36,6.029717529296875
37,6.020191818237305
38,6.014944686889648
39,6.011712661743164
40,5.998402053833008
41,5.99795085144043
42,5.990222152709961
43,5.989052337646484
44,5.982085037231445
45,5.979225845336914
46,5.976754348754882
47,5.9715456237792965
48,5.970000671386718
49,5.962163940429687
