0,0.4009169211983681
1,0.10478745743632317
2,0.026584114991128446
3,0.006989889605902136
4,0.0037568664341233672
5,0.0007567164971260354
6,0.0002881164812060888
7,0.00017604088854568544
8,0.00015920946636470036
9,0.0002707595853644307
10,0.00018366478230745996
11,0.0001396976377509418
12,0.00017695926479063928
13,0.0002932362502178876
14,7.686246286539244e-05
15,3.58792705264932e-05
16,3.202504216460511e-05
17,1.686091440205928e-05
18,1.3831163296345039e-05
19,1.4468773179032723e-05
20,1.658895909713465e-05
21,1.3390797740839843e-05
22,1.6936371769133983e-05
23,1.3752971899521071e-05
24,1.2397560903991688e-05
25,1.1190733500825445e-05
26,7.2616500438016375e-06
27,5.8819548621613646e-06
28,5.892937770113349e-06
29,5.615872651105747e-06
30,4.481807541196758e-06
31,4.6102611213427735e-06
32,4.201035195023906e-06
33,4.057101739363133e-06
34,3.7706977855123114e-06
35,3.826791537449026e-06
36,3.5816883018924273e-06
37,3.9906466878392165e-06
38,3.3686446158753823e-06
39,3.003864032962156e-06
40,2.814441494933817e-06
41,2.9226899869172485e-06
42,2.893121290981071e-06
43,2.5299152508750924e-06
44,3.0030525783786286e-06
45,2.7500087304588306e-06
46,2.274026641089222e-06
47,2.1978527445298825e-06
48,2.227503673566389e-06
49,2.1190606929621937e-06
