0,0.23980935543775558
1,0.12996733255684376
2,0.037224430898204444
3,0.008771646851673722
4,0.0030921080755069853
5,0.0011750425523496233
6,0.0007442270297906362
7,0.00040511318948119877
8,0.00016143567772815005
9,0.0001090163578192005
10,6.572372863956843e-05
11,7.368364589638077e-05
12,5.4356119926524114e-05
13,5.809140732708329e-05
14,6.5085769729194e-05
15,8.3759283334075e-05
16,3.518160530802561e-05
17,2.3223308817250652e-05
18,1.7560582607529794e-05
19,1.3295488796529753e-05
20,1.1664400028053023e-05
21,1.3268215753896585e-05
22,1.0850791441328055e-05
23,1.0802218692163024e-05
24,1.0073554851715017e-05
25,1.0571434785333622e-05
26,8.932476191034767e-06
27,1.3022234134041355e-05
28,1.1877148654093617e-05
29,9.185856662270453e-06
30,9.432810843463813e-06
31,8.033831688862847e-06
32,5.907407747827165e-06
33,6.7584842742007825e-06
34,5.389116593050858e-06
35,7.797484694265221e-06
36,9.618801534543309e-06
37,5.4608334716022e-06
38,5.264700806719702e-06
39,5.0319743192517305e-06
40,4.473433219374101e-06
41,4.350910039363498e-06
42,5.651888827316043e-06
43,4.336274297997988e-06
44,5.176129376707195e-06
45,3.6711327057048494e-06
46,3.403456389889925e-06
47,3.5148790514938354e-06
48,3.4862624674758537e-06
49,3.6639290093365417e-06
