0,6812309.288101562
1,144921.80190625
2,36327.75443164063
3,21237.8544765625
4,3600.1158991699217
5,526.2300395507813
6,262.01214477539065
7,68.92049298095704
8,41.36387908935547
9,34.90007022094726
10,9.870867736816406
11,8.871995040893555
12,8.326575775146484
13,4.285472549438476
14,3.4246454086303713
15,2.998699172973633
16,2.7831558151245117
17,2.7336118087768555
18,3.1198483543395996
19,2.5301940383911132
20,2.3150209846496583
21,2.097085708618164
22,2.0214362983703613
23,1.9765211868286132
24,1.9281936721801758
25,1.911067928314209
26,1.8415630569458008
27,1.8102357177734374
28,1.7573853645324706
29,1.7200939826965331
30,1.6810777702331543
31,1.6571524467468262
32,1.6404642868041992
33,1.6216588249206543
34,1.6060892486572265
35,1.5867495956420898
36,1.5677760028839112
37,1.5472133979797362
38,1.5366624031066896
39,1.516336727142334
40,1.4976081867218018
41,1.4910229606628418
42,1.4804348258972169
43,1.474616497039795
44,1.4644152507781982
45,1.4578911628723144
46,1.4472165451049805
47,1.4377889213562012
48,1.4311197776794433
49,1.4220520515441895
